761.4233959926952,1105.4196536396712,5.050293936275442e-06,6054524856.901772,83169594525598.08,490099551082.2987
765.6631570382823,1083.3145344743107,5.051088490916433e-06,6103520604.779526,108100596017322.7,480395170695.95605
770.657088991792,1059.0540932583567,5.052477354119285e-06,6148598133.111096,134177478432119.1,470882973522.1702
776.3580170571701,1032.9751941437878,5.054545157452941e-06,6190792794.10402,160893570041027.22,461559151822.04065
782.7303298501178,1005.3871470718854,5.057369403788001e-06,6230812135.0242605,187832077080124.66,452419973716.23444
789.7473477431282,976.5753309120851,5.061021958221346e-06,6269163392.968037,214651176382174.2,443461781568.1347
797.3892806028175,946.8037640250768,5.065570201687437e-06,6306224420.807616,241072175362990.12,434680990432.61926
805.6416003064405,916.3169221973304,5.071077919700248e-06,6342285668.773996,266869951085149.88,426074086537.7776
814.4937054983013,885.3410185739034,5.077605978568656e-06,6377576314.235437,291865096989382.44,417637625836.2278
823.9377951410058,854.0848956159626,5.085212825841939e-06,6412281211.559952,315917375153090.0,409368232579.3057
833.9678944935296,822.7406360972296,5.093954842446268e-06,6446552272.823791,338920182090285.9,401262597931.0727
844.5789973080434,791.4839733470227,5.1038865671145405e-06,6480516335.394705,360795815276066.1,393317478615.7631
855.7663030201625,760.4745646362517,5.115060809606084e-06,6514280739.066766,381491381474148.4,385529695597.1204
867.524539341968,729.8561818802773,5.127528666691994e-06,6547937367.776224,400975226805978.6,377896132787.6424
879.8473691939919,699.7568678200341,5.141339454128483e-06,6581565637.789881,419233796162391.94,370413735787.2927
892.7268871829824,670.2891015083786,5.156540567773275e-06,6615234749.008219,436268850969294.2,363079510650.8592
906.1532147137575,641.5500127374595,5.173177287343941e-06,6649005412.741557,452094991013011.9,355890522652.179
920.1142035351661,613.6216799505195,5.191292538743884e-06,6682931203.027238,466737437241634.3,348843895159.04376
934.5952572953516,586.5715396336773,5.210926629283965e-06,6717059634.281419,480230045661885.0,341936808464.699
949.5792764271183,560.4529268672807,5.232116973009594e-06,6751433038.371514,492613527704232.0,335166498658.8298
